,lat,lon
0,-8.047838816103623,-34.94775600630306
1,-8.052958985853717,-34.95575831530555
2,-8.050392658130354,-34.94757737092206
3,-8.048869871732803,-34.95188231878078
4,-8.04971356010328,-34.94769762525015
5,-8.051423083568361,-34.950437551418254
6,-8.049920091970865,-34.950116510878715
7,-8.055218386217236,-34.95051955039603
8,-8.055422193266155,-34.95612309589637
9,-8.048826623891355,-34.9510894323809
10,-8.053533705042463,-34.949087889302184
11,-8.055353662516584,-34.95301480440554
12,-8.055481349031112,-34.95606637828359
13,-8.052927699721085,-34.9513647847079
14,-8.047502135198743,-34.94772125776305
15,-8.055572147641488,-34.95407694807705
16,-8.048941961446687,-34.95280991534059
17,-8.055587441701931,-34.95594986284867
18,-8.048814916157731,-34.95065816820393
19,-8.048485266256485,-34.94706830037871
20,-8.053913156523562,-34.94945332344578
21,-8.049701481983604,-34.95219841133195
22,-8.054912625783102,-34.953845663356994
23,-8.05488099140214,-34.95438467750417
24,-8.054985595931809,-34.953452490433335
25,-8.047306854087093,-34.953924426406914
26,-8.055800758429237,-34.955065169736926
27,-8.05176151794043,-34.94634192843508
28,-8.050642336057452,-34.95301991181769
29,-8.054480658773286,-34.95743008500124
30,-8.051952169736168,-34.94864195973628
31,-8.049806660847366,-34.94833995760225
32,-8.054905535708956,-34.95320583249779
33,-8.054940384416886,-34.9535072457252
34,-8.051709884506733,-34.95136142229437
35,-8.052156249598482,-34.948102271454786
36,-8.054594081136297,-34.9593309087204
37,-8.04932823956689,-34.95700953198273
38,-8.049374546318877,-34.9504261953033
39,-8.048356818321531,-34.958855354054954
40,-8.048893237269276,-34.94858832172364
41,-8.055374258893218,-34.95058892156886
42,-8.050529144961823,-34.95329741868451
43,-8.051967299594438,-34.95719971086444
44,-8.052009243305822,-34.94826682153885
45,-8.055492028613555,-34.95597463766775
46,-8.047496457297452,-34.95061568919088
47,-8.048440392180746,-34.94709456468454
48,-8.056850412872187,-34.949547420809566
49,-8.050798629562387,-34.94672556823029
50,-8.05051341051594,-34.95053569965578
51,-8.050632300643334,-34.948186381941404
52,-8.054434912934738,-34.95618560562691
53,-8.052537959260755,-34.95971180837556
54,-8.059007120347719,-34.94736112381323
55,-8.050339994437124,-34.950580868011876
56,-8.057692845249807,-34.94822493899856
57,-8.048429812434351,-34.94728256040618
58,-8.05537182565205,-34.95429712471703
59,-8.052739913253884,-34.94667040627001
60,-8.047476031557286,-34.94760428351639
61,-8.05148653867723,-34.950654409726646
62,-8.052833375858985,-34.948374387555795
63,-8.048348133253986,-34.947399258656496
64,-8.052494823240277,-34.959472145089656
65,-8.056582226278737,-34.94761941570102
66,-8.055050399836077,-34.95908446309419
67,-8.04721817362295,-34.9503637953813
68,-8.049466710873924,-34.959242999121834
69,-8.049847117897514,-34.94757486478066
70,-8.04662620372089,-34.94809040690831
71,-8.049748062604458,-34.94993285408313
72,-8.05557689054473,-34.954164723850226
73,-8.053812383750358,-34.94834035177973
74,-8.05044269464285,-34.94812344634591
75,-8.051669739984257,-34.9492030574062
76,-8.052094626640253,-34.94764034891343
77,-8.048433108384202,-34.95904627769724
78,-8.052641712307334,-34.94838429070604
79,-8.05737643966565,-34.95018260253523
80,-8.052744262790053,-34.9534260086729
81,-8.058237706821735,-34.95037670760178
82,-8.050945914473253,-34.95021807072113
83,-8.050709435802155,-34.94834303833381
84,-8.055602398356728,-34.955185983820506
85,-8.053698545681529,-34.955269830061695
86,-8.055526938589525,-34.95413904866874
87,-8.051136372134145,-34.95660397546366
88,-8.05126703946015,-34.95192047085122
89,-8.049691657311254,-34.94699359119751
90,-8.049087742749636,-34.95266001314162
91,-8.051533115285789,-34.950045639263074
92,-8.051629145100556,-34.94981942433679
93,-8.048775134020588,-34.9528171442189
94,-8.051359592954016,-34.95396760677523
95,-8.05112609668506,-34.949366857566744
96,-8.053180057554272,-34.948660145758694
97,-8.055919725419189,-34.95518970848426
98,-8.047356345453329,-34.953976106909444
99,-8.05556197549602,-34.95423757851622
100,-8.05248174088235,-34.948382197509275
101,-8.0555306172576,-34.95394119037194
102,-8.050094229986467,-34.95571856846748
103,-8.046878124101527,-34.95061120627568
104,-8.051804222012352,-34.94764975330083
105,-8.047850324193776,-34.94825263809582
106,-8.05053731347036,-34.954781804442504
107,-8.048440510962543,-34.94708044303068
108,-8.048577254133846,-34.95159343538958
109,-8.054539639093404,-34.953733860024535
110,-8.055770663600406,-34.958053079169936
111,-8.058526950182054,-34.946903984158794
112,-8.0499018058576,-34.95490209070074
113,-8.051425666173422,-34.95023651782725
114,-8.050541334750118,-34.95023402374341
115,-8.05168744589506,-34.94934002268965
116,-8.05583029516083,-34.95040163274418
117,-8.05015709020122,-34.95783079022873
118,-8.047472703794384,-34.947592569500685
119,-8.050631255480928,-34.95341822455382
120,-8.054829657626088,-34.959187882396535
121,-8.054173975991809,-34.95947884444424
122,-8.055989009583211,-34.955155196785924
123,-8.055207695812534,-34.9536895410679
124,-8.054492791369169,-34.95190865002894
125,-8.04681136569797,-34.95053548553418
126,-8.05017813224903,-34.95009247570392
127,-8.05040560836247,-34.9507903297365
128,-8.04776532908417,-34.94802563789785
129,-8.054837259332407,-34.959212073506244
130,-8.049013140004503,-34.94744751177646
131,-8.047775111722997,-34.95074433659244
132,-8.054915030697092,-34.9537042046233
133,-8.04768125903794,-34.94783238464226
134,-8.057528407355631,-34.947368621205776
135,-8.04944356875098,-34.94773398755558
136,-8.05487995271592,-34.951393511501415
137,-8.051750650604086,-34.95287639590883
138,-8.052423643276684,-34.953845293331284
139,-8.051391367595674,-34.94636578787069
140,-8.053206205415528,-34.94861232526997
141,-8.048432312905812,-34.94707822300956
142,-8.048805447473436,-34.947253468548965
143,-8.049451679311908,-34.95641235633959
144,-8.05190616315405,-34.94742692984833
145,-8.049758159728038,-34.958418148910816
146,-8.055618276695222,-34.95505060753459
147,-8.049554809384558,-34.95188376741681
148,-8.048747147223251,-34.950656203663165
149,-8.054313472783958,-34.95274153170811
