,lat,lon
0,-8.048071488095237,-34.9477747027027
1,-8.053194702380951,-34.955375567567565
2,-8.050498273809524,-34.94759372972973
3,-8.047981607142857,-34.95121318918919
4,-8.054722678571427,-34.94958443243243
5,-8.051486964285713,-34.95057978378379
6,-8.048700654761904,-34.950489297297295
7,-8.055441726190475,-34.95139416216216
8,-8.055441726190475,-34.956189945945944
9,-8.048790535714286,-34.951122702702705
10,-8.054183392857142,-34.949312972972976
11,-8.055082202380952,-34.95329437837838
12,-8.05598101190476,-34.956189945945944
13,-8.051307202380952,-34.95302291891892
14,-8.047711964285714,-34.94831762162162
15,-8.055621488095237,-34.95392778378378
16,-8.048790535714286,-34.95293243243243
17,-8.055711369047618,-34.956189945945944
18,-8.048700654761904,-34.950489297297295
19,-8.048520892857143,-34.94696032432432
20,-8.046633392857142,-34.944155243243245
21,-8.049689345238095,-34.95284194594595
22,-8.054632797619046,-34.953565837837836
23,-8.05499232142857,-34.953113405405404
24,-8.055261964285712,-34.953384864864866
25,-8.046903035714285,-34.95392778378378
26,-8.05589113095238,-34.955013621621625
27,-8.051486964285713,-34.94605545945946
28,-8.050138749999999,-34.953384864864866
29,-8.055711369047618,-34.95890454054054
30,-8.052026249999999,-34.948860540540544
31,-8.04923994047619,-34.94759372972973
32,-8.055261964285712,-34.953384864864866
33,-8.054902440476189,-34.95410875675676
34,-8.052206011904762,-34.95139416216216
35,-8.052295892857142,-34.94795567567568
36,-8.054453035714285,-34.95953794594595
37,-8.049150059523809,-34.95655189189189
38,-8.049419702380952,-34.95021783783784
39,-8.048520892857143,-34.959176
40,-8.047891726190477,-34.94750324324325
41,-8.055351845238095,-34.95067027027027
42,-8.050408392857141,-34.953203891891896
43,-8.051846488095237,-34.957456756756756
44,-8.052026249999999,-34.94867956756757
45,-8.055261964285712,-34.95637091891892
46,-8.046992916666666,-34.95057978378379
47,-8.048071488095237,-34.94696032432432
48,-8.058587559523808,-34.949493945945946
49,-8.051397083333333,-34.9471412972973
50,-8.050138749999999,-34.95057978378379
51,-8.05022863095238,-34.949312972972976
52,-8.05409351190476,-34.956280432432436
53,-8.052475654761905,-34.95980940540541
54,-8.059306607142856,-34.9471412972973
55,-8.050318511904761,-34.950489297297295
56,-8.059216726190474,-34.94732227027027
57,-8.04735244047619,-34.94759372972973
58,-8.055801249999998,-34.95492313513513
59,-8.05310482142857,-34.945150594594594
60,-8.047082797619048,-34.947412756756755
61,-8.05121732142857,-34.95057978378379
62,-8.052385773809522,-34.94858908108108
63,-8.04825125,-34.94750324324325
64,-8.052925059523808,-34.95980940540541
65,-8.057688749999999,-34.94659837837838
66,-8.055441726190475,-34.95863308108108
67,-8.047082797619048,-34.94976540540541
68,-8.049419702380952,-34.95953794594595
69,-8.04546494047619,-34.94533156756757
70,-8.047172678571428,-34.94750324324325
71,-8.048610773809523,-34.95094172972973
72,-8.055621488095237,-34.95401827027027
73,-8.053733988095237,-34.94786518918919
