,lat,lon
0,-8.048026547619047,-34.9478
1,-8.053239642857141,-34.95536
2,-8.050363452380951,-34.94798
3,-8.048026547619047,-34.95122
4,-8.054677738095236,-34.949600000000004
5,-8.051442023809523,-34.9505
6,-8.048745595238094,-34.9505
7,-8.055396785714285,-34.95086
8,-8.055396785714285,-34.95626
9,-8.048745595238094,-34.95104
10,-8.05413845238095,-34.94942
11,-8.05503726190476,-34.95338
12,-8.055396785714285,-34.95662
13,-8.05126226190476,-34.95302
14,-8.047667023809524,-34.94834
15,-8.055756309523808,-34.953920000000004
16,-8.048745595238094,-34.95284
17,-8.055756309523808,-34.95626
18,-8.048745595238094,-34.9505
19,-8.048565833333333,-34.9469
20,-8.046947976190475,-34.9442
21,-8.049824166666665,-34.95284
22,-8.05701464285714,-34.95356
23,-8.054677738095236,-34.954640000000005
24,-8.055217023809522,-34.95338
25,-8.046588452380952,-34.95248
26,-8.05593607142857,-34.955
27,-8.051442023809523,-34.945460000000004
28,-8.050183690476189,-34.95338
29,-8.055576547619046,-34.958780000000004
30,-8.051981309523809,-34.94888
31,-8.04928488095238,-34.94762
32,-8.055217023809522,-34.95374
33,-8.05413845238095,-34.954280000000004
34,-8.05216107142857,-34.9514
35,-8.052340833333332,-34.94798
36,-8.054497976190476,-34.95968
37,-8.049105119047619,-34.95644
38,-8.04928488095238,-34.950320000000005
39,-8.048206309523808,-34.958780000000004
40,-8.047487261904761,-34.94744
41,-8.055217023809522,-34.95068
42,-8.050722976190475,-34.95374
43,-8.051801547619046,-34.95734
44,-8.051981309523809,-34.9487
45,-8.055396785714285,-34.95626
46,-8.046947976190475,-34.9505
47,-8.048026547619047,-34.9469
48,-8.058632499999998,-34.94924
49,-8.051621785714284,-34.94744
50,-8.050183690476189,-34.95068
51,-8.050183690476189,-34.94942
52,-8.05413845238095,-34.95626
53,-8.052520595238095,-34.95986
54,-8.059531309523807,-34.94708
55,-8.050183690476189,-34.9505
56,-8.059171785714284,-34.94726
57,-8.047487261904761,-34.94708
58,-8.055756309523808,-34.95572
59,-8.053059880952379,-34.9442
60,-8.047127738095238,-34.94744
61,-8.05126226190476,-34.9505
62,-8.052700357142855,-34.94798
63,-8.048026547619047,-34.94744
64,-8.052880119047618,-34.95986
65,-8.056655119047617,-34.94654
66,-8.055396785714285,-34.958600000000004
67,-8.047127738095238,-34.949600000000004
68,-8.049464642857142,-34.9595
69,-8.04550988095238,-34.945460000000004
70,-8.047127738095238,-34.94744
71,-8.049105119047619,-34.95086
72,-8.055576547619046,-34.954100000000004
73,-8.053778928571427,-34.9478
74,-8.04838607142857,-34.94726
75,-8.051621785714284,-34.94816
76,-8.052340833333332,-34.94762
77,-8.048925357142856,-34.95914
78,-8.052700357142855,-34.94798
79,-8.058632499999998,-34.949600000000004
80,-8.052880119047618,-34.95338
81,-8.058093214285712,-34.949960000000004
82,-8.05126226190476,-34.95068
83,-8.04838607142857,-34.946000000000005
84,-8.055396785714285,-34.95572
85,-8.052700357142855,-34.95536
86,-8.055576547619046,-34.954280000000004
87,-8.049824166666665,-34.95698
88,-8.049464642857142,-34.9532
89,-8.050363452380951,-34.945640000000004
90,-8.048925357142856,-34.95194
91,-8.050722976190475,-34.95068
92,-8.051442023809523,-34.950140000000005
93,-8.048745595238094,-34.95302
94,-8.050543214285714,-34.954280000000004
95,-8.051981309523809,-34.950140000000005
96,-8.052340833333332,-34.94888
97,-8.056655119047617,-34.955
98,-8.047127738095238,-34.953920000000004
99,-8.055576547619046,-34.954460000000005
100,-8.05216107142857,-34.94852
101,-8.055576547619046,-34.95374
102,-8.050183690476189,-34.95482
103,-8.046768214285713,-34.95068
104,-8.051801547619046,-34.94744
105,-8.047487261904761,-34.94744
106,-8.050722976190475,-34.955
107,-8.04838607142857,-34.94708
108,-8.04838607142857,-34.95194
109,-8.05413845238095,-34.954280000000004
110,-8.055756309523808,-34.95806
111,-8.059531309523807,-34.94654
112,-8.050183690476189,-34.95626
113,-8.051801547619046,-34.95068
114,-8.050722976190475,-34.950320000000005
115,-8.051442023809523,-34.949600000000004
116,-8.056115833333331,-34.950320000000005
117,-8.049644404761905,-34.95968
118,-8.047667023809524,-34.94798
119,-8.050902738095237,-34.953920000000004
120,-8.054857499999999,-34.95914
121,-8.05413845238095,-34.95914
122,-8.056475357142855,-34.955
123,-8.055217023809522,-34.95338
124,-8.054318214285713,-34.954280000000004
125,-8.046768214285713,-34.950140000000005
126,-8.04928488095238,-34.9505
127,-8.048026547619047,-34.95122
128,-8.047127738095238,-34.94744
129,-8.053778928571427,-34.95968
130,-8.05503726190476,-34.9514
131,-8.047846785714285,-34.95086
132,-8.055217023809522,-34.95338
133,-8.047846785714285,-34.94762
134,-8.05881226190476,-34.945460000000004
135,-8.04928488095238,-34.94726
136,-8.055217023809522,-34.95158
137,-8.050722976190475,-34.95212
138,-8.052700357142855,-34.95302
139,-8.051801547619046,-34.945460000000004
140,-8.05216107142857,-34.949600000000004
141,-8.048565833333333,-34.94726
142,-8.048565833333333,-34.94708
143,-8.049105119047619,-34.95698
144,-8.05126226190476,-34.946180000000005
145,-8.049644404761905,-34.9595
146,-8.056295595238094,-34.95554
147,-8.049824166666665,-34.95176
148,-8.048565833333333,-34.9505
149,-8.055217023809522,-34.95212
